sno,ss_id,ss_name,PTR_Capacity,Voltage_Rating,Manufacturer,ManufSerialNo,YoM,Doc
1,1,132/33KV SS Thungaturthy,50,132/33KV,EMCO,HT1531/12137,2002,25-09-2015
2,1,132/33KV SS Thungaturthy,50,132/33KV,BHARAT BIJLEE LTD,5469/42,2015,06-03-2016
3,2,132/33/11KV SS Dharmasagar,50,132/11KV,VENKATESHWARA ELECT IND P LTD,VEI/50M/03,2009,07-07-2010
4,2,132/33/11KV SS Dharmasagar,50,132/11KV,VENKATESHWARA ELECT IND P LTD,V.E.I/50M/04,2009,08-05-2011
5,2,132/33/11KV SS Dharmasagar,31.5,132/11KV,TOSHIBA,90164A12,2016,14-03-2016
6,2,132/33/11KV SS Dharmasagar,50,132/11KV,BHARAT BIJLEE LTD,5619/01,2017,20-08-2018
7,2,132/33/11KV SS Dharmasagar,50,132/33KV,TECHNICAL ASSOCIATES LTD,SP-1131-4,2019,23-12-2020
8,4,132/11KV SS Bommakuru LIS,31.5,132/11KV,BHARAT BIJLEE LTD,05621/03,2018,29-08-2018
9,4,132/11KV SS Bommakuru LIS,31.5,132/11KV,BHARAT BIJLEE LTD,5621/02,2018,08-03-2018
10,5,132/11KV SS Dharmora,10/16,132/11KV,INDO TECH TRANSFORMERS LTD,40506,2006,04-01-2008
11,5,132/11KV SS Dharmora,10/16,132/11KV,ANDREW YULE,13300,2007,14-10-2009
12,6,132/11KV SS Dubbathanda,31.5,132/11KV,TECHNICAL ASSOCIATES LTD,SP1125-2,2017,10-11-2017
13,6,132/11KV SS Dubbathanda,31.5,132/11KV,TECHNICAL ASSOCIATES LTD,SP1125-1,2017,04-12-2017
14,7,132/11KV SS Gandiramaram,31.5,132/11KV,BHARAT BIJLEE LTD,05621/01,2018,20-03-2018
15,7,132/11KV SS Gandiramaram,31.5,132/11KV,BHARAT BIJLEE LTD,5621/4,2018,18-07-2018
16,8,132/11KV SS Gudem,10/16,132/11KV,ANDREW YULE,13693,2015,18-09-2015
17,8,132/11KV SS Gudem,10/16,132/11KV,ANDREW YULE,13694,2015,13-08-2015
18,9,132/11KV SS Hathighat,50,132/11KV,BHARAT BIJLEE LTD,5619/02,2018,01-03-2019
19,9,132/11KV SS Hathighat,50,132/33KV,BHARAT BIJLEE LTD,5619/03,2018,01-03-2019
20,10,132/11KV SS Kanakapur,10/16,132/11KV,VIJAI ELECTRICALS LTD,VEI/16M/188,2017,26-11-2018
21,10,132/11KV SS Kanakapur,10/16,132/11KV,VIJAI ELECTRICALS LTD,VEI/16M/287,2018,26-11-2018
22,11,132/11KV SS Kosli,10/16,132/11KV,INDO TECH TRANSFORMERS LTD,40505,2006,21-06-2007
23,11,132/11KV SS Kosli,10/16,132/11KV,INDO TECH TRANSFORMERS LTD,40508,2006,07-08-2009
24,12,132/11KV SS Jogapur,10/16,132/11KV,VENKATESHWARA ELECT IND P LTD,VEI/16M/186,2017,30-08-2018
25,12,132/11KV SS Jogapur,10/16,132/11KV,VENKATESHWARA ELECT IND P LTD,VEI/16M/187,2017,30-08-2018
26,13,132/11KV SS Malkapet,10/16,132/11KV,VENKATESHWARA ELECT IND P LTD,VEI/16M/290,2018,27-03-2023
27,13,132/11KV SS Malkapet,10/16,132/11KV,VENKATESHWARA ELECT IND P LTD,VEI/16M/292,2018,27-03-2023
28,13,132/11KV SS Malkapet,50,132/11KV,BHARAT BIJLEE LTD,5619/5,2018,27-03-2023
29,13,132/11KV SS Malkapet,50,132/11KV,BHARAT BIJLEE LTD,5619/6,2018,27-03-2023
30,14,132/11KV SS Rangaraopally,31.5,132/11KV,ATLANTA ELECTRICALS PVT LTD,1309/20,2018,15-11-2019
31,14,132/11KV SS Rangaraopally,31.5,132/11KV,ATLANTA ELECTRICALS PVT LTD,1309/10,2018,04-12-2019
32,15,132/11KV SS Regonda(Gouravelly),50,132/11KV,BHARAT BIJLEE LTD,5619/08,2017,31-07-2022
33,15,132/11KV SS Regonda(Gouravelly),50,132/11KV,BHARAT BIJLEE LTD,5619/4,2017,31-07-2022
34,15,132/11KV SS Regonda(Gouravelly),50,132/11KV,BHARAT BIJLEE LTD,5619/7,2017,03-08-2022
35,15,132/11KV SS Regonda(Gouravelly),50,132/11KV,ECE INDUSTRIES LIMITED,S-87194,2021,28-03-2022
36,15,132/11KV SS Regonda(Gouravelly),50,132/11KV,ECE INDUSTRIES LIMITED,S-87193,2021,28-03-2022
37,16,132/11KV SS Yellampally,10/16,132/11KV,ECE INDUSTRIES LIMITED,S86261,2010,25-03-2011
38,16,132/11KV SS Yellampally,10/16,132/11KV,ECE INDUSTRIES LIMITED,S86260,2010,25-03-2011
39,17,132/33KV SS Rajavaram (RS Ghanpur),10/16,132/11KV,VENKATESHWARA ELECT IND P LTD,VEI/16M/288,2018,30-03-2022
40,17,132/33KV SS Rajavaram (RS Ghanpur),10/16,132/11KV,VENKATESHWARA ELECT IND P LTD,VEI/16M/286,2017,30-03-2022
41,17,132/33KV SS Rajavaram (RS Ghanpur),10/16,132/33KV,VENKATESHWARA ELECT IND P LTD,VEI/16M/442,2021,25-05-2022
42,18,132/33KV SS Haliya,50,132/33KV,ECE INDUSTRIES LIMITED,S-86648,2015,22-12-2015
43,18,132/33KV SS Haliya,50,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000484,2015,13-02-2016
44,19,132/33KV SS Jangapally,10/16,132/33KV,ETE LTD,10654,1990,01-08-2019
45,19,132/33KV SS Jangapally,10/16,132/33KV,APEX TRANSFORMERS LTD,T-1097B/02,2000,02-06-2019
46,19,132/33KV SS Jangapally,10/16,132/33KV,NGEF LTD,2800055570,1995,13-05-2020
47,20,132/33KV SS Achampet,50,132/33KV,EMCO,HT1531/12130,2002,03-03-2016
48,20,132/33KV SS Achampet,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101618,2021,27-12-2021
49,21,132/33KV SS Adilabad,31.5,132/33KV,INDO TECH TRANSFORMERS LTD,IT-43116,2008,03-02-2009
50,21,132/33KV SS Adilabad,31.5,132/33KV,ANDREW YULE,13374,2008,04-12-2015
51,21,132/33KV SS Adilabad,31.5,132/33KV,APEX TRANSFORMERS LTD,T-782/46013,1990,03-03-2017
52,22,132/33KV SS Aitipamula,31.5,132/33KV,BHARAT BIJLEE LTD,5333/03,2012,21-03-2013
53,22,132/33KV SS Aitipamula,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PCO101714,2022,20-01-2023
54,23,132/33KV SS Alampur,31.5,132/33KV,APEX TRANSFORMERS LTD,T-782/46016,1991,31-10-2011
55,23,132/33KV SS Alampur,31.5,132/33KV,KRK POWER (P)LTD,PT-341,2010,12-06-2013
56,24,132/33KV SS Kolanpaka(Aleru),50,132/33KV,HEAVY ELETRICALS LTD,6001781,1968,09-12-2011
57,24,132/33KV SS Kolanpaka(Aleru),50,132/33KV,BHARAT BIJLEE LTD,4938/1,2004,19-03-2005
58,24,132/33KV SS Kolanpaka(Aleru),80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101620,2020,19-11-2021
59,25,132/33KV SS Keshampet (Alwal),31.5,132/33KV,BHARAT BIJLEE LTD,4942/4,2006,07-02-2019
60,25,132/33KV SS Keshampet (Alwal),31.5,132/33KV,TOSHIBA,90164A06,2015,18-03-2016
61,25,132/33KV SS Keshampet (Alwal),31.5,132/33KV,ANDREW YULE,13376,2009,08-07-2009
62,26,132/33KV SS Amangal,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0100128,2011,21-06-2013
63,26,132/33KV SS Amangal,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,200002-3,2006,03-03-2006
64,26,132/33KV SS Amangal,31.5,132/33KV,KIRLOSKAR ELECTRIC COMPANY LTD,95-2XM-005/01,2007,11-05-2016
65,27,132/33KV SS Amarchinta,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0100495,2013,27-01-2016
66,27,132/33KV SS Amarchinta,50,132/33KV,ECE INDUSTRIES LIMITED,87847,2025,01-05-2025
67,28,132/33KV SS Ganeshpally(Angadikistapur),50,132/33KV,VOLTAMP TRANSFORMERS LTD,21671/3,2010,13-03-2011
68,28,132/33KV SS Ganeshpally(Angadikistapur),31.5,132/33KV,TOSHIBA,90191A04,2016,08-06-2016
69,28,132/33KV SS Ganeshpally(Angadikistapur),31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86758,2018,13-01-2018
70,29,132/33KV SS Arempula,31.5,132/33KV,KIRLOSKAR ELECTRIC COMPANY LTD,012XM-009/01,2002,09-01-2019
71,29,132/33KV SS Arempula,10/16,132/33KV,VOLTAMP TRANSFORMERS LTD,8070/2,2002,10-08-2017
72,29,132/33KV SS Arempula,10/16,132/33KV,IMP POWERS LTD,3363,2000,06-10-2017
73,30,132/33KV SS Armoor,31.5,132/33KV,KANOHAR ELECTRICALS LTD,KT-31500/36,2008,27-05-2009
74,30,132/33KV SS Armoor,50,132/33KV,BHARAT BIJLEE LTD,4957/8,2007,04-01-2018
75,31,132/33KV SS Asifnagar,80,132/33KV,BHARAT BIJLEE LTD,5443/3,2015,27-08-2015
76,31,132/33KV SS Asifnagar,80,132/33KV,BHARAT BIJLEE LTD,5610/02,2018,27-01-2018
77,32,132/33KV SS Asifabad,10/16,132/33KV,NGEF LTD,2800042878,1986,25-11-2015
78,32,132/33KV SS Asifabad,10/16,132/33KV,APEX TRANSFORMERS LTD,T-888/08,1994,25-11-2015
79,33,132/33KV SS Ayyagaripally,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PCO100290,2012,22-08-2012
80,33,132/33KV SS Ayyagaripally,50,132/33KV,ALSTOM INSTRUMENT TRANSFORMERS,B29823,2004,23-12-2004
81,34,132/33KV SS B.Gangaram bdr,50,132/33KV,IMP POWERS LTD,PT-7587,2015,13-11-2015
82,34,132/33KV SS B.Gangaram bdr,50,132/33KV,ECE INDUSTRIES LIMITED,S-86651,2015,15-02-2019
83,35,132/33KV SS Bachannapet,10/16,132/33KV,GEC ALSTOM,B-28594,1994,31-10-2019
84,35,132/33KV SS Bachannapet,10/16,132/33KV,NGEF LTD,2800049617,1989,24-12-2019
85,35,132/33KV SS Bachannapet,10/16,132/33KV,APEX TRANSFORMERS LTD,526/32547,1111,31-10-2019
86,36,132/33KV SS Balkampeta,80,132/33KV,BHARAT BIJLEE LTD,5276/2,2012,18-09-2015
87,36,132/33KV SS Balkampeta,80,132/33KV,BHARAT BIJLEE LTD,5276/1,2011,18-09-2015
88,37,132/33KV SS Bandlaguda,80,132/33KV,BHARAT BIJLEE LTD,5443/2,2015,16-10-2015
89,37,132/33KV SS Bandlaguda,80,132/33KV,VIJAI ELECTRICALS LTD,90099B01,2010,12-02-2011
90,37,132/33KV SS Bandlaguda,50,132/33KV,ECE INDUSTRIES LIMITED,87844,2025,15-05-2025
91,38,132/33KV SS Bellampalli,31.5,132/33KV,CROMPTON GREAVES LTD,T8664/1,1999,07-11-2024
92,38,132/33KV SS Bellampalli,50,132/33KV,ECE INDUSTRIES LIMITED,87842,2025,06-05-2025
93,39,132/33KV SS Bhadrachalam (Yetapaka),31.5,132/33KV,INDO TECH TRANSFORMERS LTD,IT44663,2009,18-11-2013
94,39,132/33KV SS Bhadrachalam (Yetapaka),10/16,132/33KV,IMP POWERS LTD,3366,2000,21-09-2001
95,40,132/33KV SS Bhainsa,31.5,132/33KV,APEX TRANSFORMERS LTD,T-526A&B/32525,1986,22-11-2005
96,40,132/33KV SS Bhainsa,50,132/33KV,ECE INDUSTRIES LIMITED,S-86645,2015,22-01-2015
97,41,132/33KV SS Bibinagar,80,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000473,2015,03-03-2016
98,41,132/33KV SS Bibinagar,50,132/33KV,ABB POWER PRODUCTS AND SYSTEMS,12024-001,2004,05-05-2005
99,42,132/33KV SS Bichkunda,31.5,132/33KV,TECHNICAL ASSOCIATES LTD,TA-31500/16,2010,08-10-2015
100,42,132/33KV SS Bichkunda,31.5,132/33KV,BHARAT BIJLEE LTD,5333/7,2012,11-09-2017
101,43,132/33KV SS Bhiknoor,31.5,132/33KV,BHEL,2001973,1983,19-03-2016
102,43,132/33KV SS Bhiknoor,31.5,132/33KV,BHARAT BIJLEE LTD,4488/8,2000,26-07-2023
103,44,132/33KV SS Bodhan,31.5,132/33KV,VIJAI ELECTRICALS LTD,90083A02,2010,04-05-2016
104,44,132/33KV SS Bodhan,50,132/33KV,ECE INDUSTRIES LIMITED,S-86816,2017,12-12-2017
105,45,132/33KV SS Bollaram,50,132/33KV,BHARAT BIJLEE LTD,5469/15,2015,23-04-2025
106,45,132/33KV SS Bollaram,31.5,132/33KV,EMCO,HT 1390/11929,1999,09-07-2011
107,45,132/33KV SS Bollaram,31.5,132/33KV,EMCO,1332/11604,1995,09-06-2004
108,45,132/33KV SS Bollaram,50,132/33KV,BHARAT BIJLEE LTD,5131/2,2009,24-01-2010
109,45,132/33KV SS Bollaram,80,132/33KV,BHARAT BIJLEE LTD,5610/06,2018,28-06-2018
110,46,132/33KV SS Borapatla,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,36093,2004,06-12-2017
111,46,132/33KV SS Borapatla,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86751,2017,30-10-2017
112,46,132/33KV SS Borapatla,10/16,132/33KV,ANDREW YULE,13169,2004,25-05-2025
113,47,132/33KV SS Burugupally,50,132/33KV,APEX TRANSFORMERS LTD,814B/1,1991,09-12-2025
114,47,132/33KV SS Burugupally,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86772,2017,15-11-2017
115,48,132/33KV SS Chandrugonda,10/16,132/33KV,ANDREW YULE,12868,2000,02-11-2019
116,48,132/33KV SS Chandrugonda,31.5,132/33KV,PETE - HAMMOND POWER SOLUTIONS,20225,2015,06-12-2019
117,49,132/33KV SS Chandulapur,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86755,2017,06-10-2017
118,49,132/33KV SS Chandulapur,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86765,2017,19-02-2018
119,50,132/33KV SS Chelpur,31.5,132/33KV,APEX TRANSFORMERS LTD,T-1087/07,1999,25-09-2003
120,50,132/33KV SS Chelpur,50,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000491,2016,28-04-2016
121,51,132/33KV SS Chennur,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,200002/7,2006,01-03-2016
122,51,132/33KV SS Chennur,31.5,132/33KV,TOSHIBA,90164A11,2016,23-03-2016
123,51,132/33KV SS Chennur,31.5,132/33KV,ETE LTD,12824,2001,20-06-2001
124,51,132/33KV SS Chennur,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0 101378,2018,22-05-2025
125,52,132/33KV SS Chilkalguda,50,132/33KV,VOLTAMP TRANSFORMERS LTD,21671/6,2010,23-02-2011
126,52,132/33KV SS Chilkalguda,50,132/33KV,BHARAT BIJLEE LTD,5215/2,2010,09-03-2011
127,53,132/33KV SS Chinna Shankarampet,50,132/33KV,GE T&D INDIA LIMITED,B-25136,1983,13-01-2024
128,53,132/33KV SS Chinna Shankarampet,31.5,132/33KV,ECE INDUSTRIES LIMITED,86784,2018,17-06-2025
129,54,132/33KV SS Peddadagada(Chinnamarror),31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,210103,2008,14-12-2015
130,54,132/33KV SS Peddadagada(Chinnamarror),31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,200127,2007,28-12-2015
131,55,132/33KV SS Chintal,50,132/33KV,VENKATESHWARA ELECT IND P LTD,VEI/50M/09,2011,22-02-2013
132,55,132/33KV SS Chintal,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-55863,2023,09-09-2023
133,56,132/33KV SS Chippalapally,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,220021,2008,09-01-2018
134,56,132/33KV SS Chippalapally,10/16,132/33KV,ANDREW YULE,13065,2001,21-12-2015
135,56,132/33KV SS Chippalapally,10/16,132/33KV,NGEF LTD,2800053076,1992,22-12-2023
136,57,132/33KV SS Chityala,50,132/33KV,IMP POWERS LTD,PT - 7595,2015,17-02-2016
137,57,132/33KV SS Chityala,50,132/33KV,BHARAT BIJLEE LTD,5469 / 9,2015,31-12-2015
138,58,132/33KV SS Choutuppal,50,132/33KV,ECE INDUSTRIES LIMITED,S-86650,2015,20-01-2016
139,58,132/33KV SS Choutuppal,50,132/33KV,ECE INDUSTRIES LIMITED,S-86652,2015,29-02-2016
140,58,132/33KV SS Choutuppal,50,132/33KV,IMP POWERS LTD,PT-7588,2015,15-12-2015
141,59,132/33KV SS Dasnagar,50,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000493,2016,21-07-2016
142,59,132/33KV SS Dasnagar,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-56605/6239,2025,05-09-2025
143,60,132/33KV SS Dharmapuri,31.5,132/33KV,EMCO,1462/11966,2000,08-06-2015
144,60,132/33KV SS Dharmapuri,31.5,132/33KV,TOSHIBA,90191A05,2016,28-06-2016
145,60,132/33KV SS Dharmapuri,10/16,132/33KV,NGEF LTD,280005-3077,1992,24-01-2023
146,61,132/33KV SS Dharmaram,31.5,132/33KV,TOSHIBA,90164A08,2015,17-11-2015
147,61,132/33KV SS Dharmaram,31.5,132/33KV,BHEL,2037959,2013,15-12-2014
148,61,132/33KV SS Dharmaram,10/16,132/33KV,NGEF LTD,280003-3097,1979,19-12-2007
149,62,132/33KV SS Dharmasagar,31.5,132/33KV,IMP POWERS LTD,PT-7248,2014,20-06-2014
150,62,132/33KV SS Dharmasagar,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,220219,2010,12-03-2016
151,63,132/33KV SS Disincherla,50,132/33KV,BHARAT BIJLEE LTD,5469/39,2015,06-03-2016
152,63,132/33KV SS Disincherla,50,132/33KV,BHARAT BIJLEE LTD,5469/2,2015,16-10-2015
153,64,132/33KV SS Domakonda,50,132/33KV,IMP POWERS LTD,PT-7583,2015,06-11-2015
154,64,132/33KV SS Domakonda,50,132/33KV,BHARAT BIJLEE LTD,5469/43,2016,08-02-2022
155,65,132/33KV SS Dontanpally,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101367,2018,12-09-2018
156,65,132/33KV SS Dontanpally,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101383,2018,15-03-2021
157,66,132/33KV SS Dornakal,31.5,132/33KV,APEX TRANSFORMERS LTD,T-996/01,1997,20-12-2025
158,66,132/33KV SS Dornakal,10/16,132/33KV,ANDREW YULE,13180,2004,02-09-2016
159,67,132/33KV SS Doulthabad,31.5,132/33KV,INDO TECH TRANSFORMERS LTD,IT-43119,2008,09-08-2023
160,67,132/33KV SS Doulthabad,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86764,2017,16-03-2018
161,68,132/33KV SS Duddeda,31.5,132/33KV,TOSHIBA,90198A/01,2016,02-09-2016
162,68,132/33KV SS Duddeda,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86760,2017,22-12-2017
163,69,132/33KV SS E City,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-55861/5913,2023,16-09-2023
164,69,132/33KV SS E City,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-56526/6195,2025,06-08-2025
165,70,132/33KV SS Ellanthakunta,31.5,132/33KV,APEX TRANSFORMERS LTD,T-861/01,1993,30-06-2011
166,70,132/33KV SS Ellanthakunta,31.5,132/33KV,HEAVY ELETRICALS LTD,6001658,1968,29-02-2016
167,71,132/33KV SS Fever Hospital,80,132/33KV,BHARAT BIJLEE LTD,5276/03,2011,07-01-2017
168,71,132/33KV SS Fever Hospital,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC-0101386,2018,21-09-2018
169,72,132/33KV SS Gachibowli,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101616,2020,22-09-2021
170,72,132/33KV SS Gachibowli,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101617,2020,22-09-2021
171,73,132/33KV SS Gadwal,50,132/33KV,CROMPTON GREAVES LTD,BH8890/2,2002,24-05-2003
172,73,132/33KV SS Gadwal,80,132/33KV,BHARAT BIJLEE LTD,5486/4,2015,04-04-2016
173,74,132/33KV SS Gajwel,80,132/33KV,BHARAT BIJLEE LTD,5486/3,2015,16-03-2016
174,74,132/33KV SS Gajwel,80,132/33KV,BHARAT BIJLEE LTD,5443/4,2015,24-06-2015
175,75,132/33KV SS Yellareddy (Gadimaisanpet),10/16,132/33KV,APEX TRANSFORMERS LTD,T-1050/01,1998,30-07-2018
176,75,132/33KV SS Yellareddy (Gadimaisanpet),10/16,132/33KV,NGEF LTD,2800051785,1991,06-10-2018
177,75,132/33KV SS Yellareddy (Gadimaisanpet),10/16,132/33KV,BHARAT BIJLEE LTD,1957/2,1979,18-10-2022
178,76,132/33KV SS Ganganpally (Alwalpad),50,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000495,2016,18-08-2016
179,76,132/33KV SS Ganganpally (Alwalpad),31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86780,2018,23-08-2018
180,77,132/33KV SS Geesugonda,31.5,132/33KV,IMP POWERS LTD,PT-7240,2013,27-01-2014
181,77,132/33KV SS Geesugonda,31.5,132/33KV,IMP POWERS LTD,PT-7249,2013,27-01-2014
182,77,132/33KV SS Geesugonda,31.5,132/33KV,NGEF LTD,2800055737,1996,11-04-2016
183,78,132/33KV SS Ghanpur,50,132/33KV,VENKATESHWARA ELECT IND P LTD,VEI/50M/06,2011,26-11-2017
184,78,132/33KV SS Ghanpur,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101375,2018,04-08-2018
185,79,132/33KV SS Godur,50,132/33KV,IMP POWERS LTD,PT-7584,2015,08-12-2015
186,79,132/33KV SS Godur,50,132/33KV,BHARAT BIJLEE LTD,5469/31,2015,22-07-2023
187,80,132/33KV SS Guduru,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,IT-37640,2005,29-03-2007
188,80,132/33KV SS Guduru,31.5,132/33KV,TOSHIBA,90198A03,2016,02-09-2016
189,81,132/33KV SS Gummadidala,80,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000477,2016,28-04-2016
190,81,132/33KV SS Gummadidala,50,132/33KV,VOLTAMP TRANSFORMERS LTD,21671/13,2011,07-06-2011
191,82,132/33KV SS Gunrock,80,132/33KV,BHARAT BIJLEE LTD,5262/2,2011,10-02-2012
192,82,132/33KV SS Gunrock,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,220082,2009,22-08-2009
193,82,132/33KV SS Gunrock,50,132/33KV,BHARAT BIJLEE LTD,4957/1,2006,28-03-2007
194,82,132/33KV SS Gunrock,50,132/33KV,BHARAT BIJLEE LTD,4957/2,2007,09-07-2018
195,83,132/33KV SS Guntipally,31.5,132/33KV,BHARAT BIJLEE LTD,5333/6,2013,30-12-2014
196,83,132/33KV SS Guntipally,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,200126,2007,10-05-2016
197,83,132/33KV SS Guntipally,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,36091,2004,23-08-2023
198,84,132/33KV SS Habsipur,50,132/33KV,BHARAT BIJLEE LTD,4957/10,2007,24-11-2018
199,85,132/33KV SS Hussainsagar,80,132/33KV,AREVA T &D INDIA PVT LTD,T-6682/P-30135,2007,22-02-2008
200,85,132/33KV SS Hussainsagar,50,132/33KV,TECHNICAL ASSOCIATES LTD,SP-1131-2,2020,11-01-2025
201,86,132/33KV SS Husnabad,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,200122,2007,05-02-2007
202,86,132/33KV SS Husnabad,31.5,132/33KV,APEX TRANSFORMERS LTD,T-526A&B/32527,1982,10-03-1997
203,86,132/33KV SS Husnabad,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101372,2018,25-08-2018
204,87,132/33KV SS Huzurabad,31.5,132/33KV,KANOHAR ELECTRICALS LTD,KT-31500/5,2006,02-06-2007
205,87,132/33KV SS Huzurabad,50,132/33KV,BHARAT BIJLEE LTD,5469/22,2015,30-12-2015
206,88,132/33KV SS Ibrahimpatnam,50,132/33KV,BHARAT BIJLEE LTD,4957/12,2007,09-12-2008
207,88,132/33KV SS Ibrahimpatnam,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0100295,2012,02-02-2013
208,89,132/33KV SS Ichoda,31.5,132/33KV,EMCO,1252/11339,1991,08-09-2025
209,89,132/33KV SS Ichoda,10/16,132/33KV,ANDREW YULE,13057,2001,18-11-2024
210,89,132/33KV SS Ichoda,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,IT-37639,2005,17-07-2017
211,90,132/33KV SS IDPL,80,132/33KV,BHARAT BIJLEE LTD,5486/1,2015,20-11-2020
212,90,132/33KV SS IDPL,50,132/33KV,BHARAT BIJLEE LTD,5131/3,2009,13-11-2009
213,91,132/33KV SS Ieeza,31.5,132/33KV,ALSTOM INSTRUMENT TRANSFORMERS,B-29549,1999,06-09-2012
214,91,132/33KV SS Ieeza,31.5,132/33KV,BHEL,2037958,2013,25-03-2015
215,91,132/33KV SS Ieeza,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101380,2018,05-10-2024
216,92,132/33KV SS Imlibun,80,132/33KV,BHARAT BIJLEE LTD,5262/3,2011,03-01-2012
217,92,132/33KV SS Imlibun,80,132/33KV,AREVA T &D INDIA PVT LTD,T-6682/B-30136,2007,07-01-2009
