sno,ss_id,ss_name,PTR_Capacity,Voltage_Rating,Manufacturer,ManufSerialNo,YoM,Doc
218,92,132/33KV SS Imlibun,80,132/33KV,AREVA T &D INDIA PVT LTD,T-6682/B-30133,2007,15-12-2007
219,93,132/33KV SS Inavole,31.5,132/33KV,BHARAT BIJLEE LTD,5333/20,2012,08-08-2018
220,93,132/33KV SS Inavole,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,1571,2005,08-01-2019
221,94,132/33KV SS Jadcherla,50,132/33KV,BHARAT BIJLEE LTD,5469/20,2015,28-05-2022
222,94,132/33KV SS Jadcherla,50,132/33KV,BHARAT BIJLEE LTD,5215/3,2010,07-01-2019
223,94,132/33KV SS Jadcherla,31.5,132/33KV,BHARAT BIJLEE LTD,5333/7,2012,02-04-2014
224,94,132/33KV SS Jadcherla,50,132/33KV,ELECTRICAL CONTROL EQUIPMENT,87846,2025,07-04-2025
225,95,132/33KV SS Jagitial,31.5,132/33KV,TOSHIBA,90164A09,2015,07-01-2025
226,95,132/33KV SS Jagitial,50,132/33KV,EMCO,HT1461/11964N1,2000,15-05-2000
227,95,132/33KV SS Jagitial,50,132/33KV,TRANSFORMERS & ELECTRICAL LTD,PC0101745,2023,18-11-2023
228,96,132/33KV SS Jakora,50,132/33KV,BHARAT BIJLEE LTD,4839/3,2004,18-01-2005
229,96,132/33KV SS Jakora,50,132/33KV,IMP POWERS LTD,PT-7585,2015,19-11-2015
230,97,132/33KV SS Jammikunta,50,132/33KV,BHARAT BIJLEE LTD,5469/17,2015,19-12-2015
231,97,132/33KV SS Jammikunta,31.5,132/33KV,ETE LTD,11193,1992,28-03-1993
232,98,132/33KV SS Jogipet,50,132/33KV,BHARAT BIJLEE LTD,T-05469/41,2015,14-03-2016
233,98,132/33KV SS Jogipet,50,132/33KV,IMP POWERS LTD,PT-7582,2015,13-02-2016
234,99,132/33/11KV SS Jubilee Hills,80,132/33KV,AREVA T &D INDIA PVT LTD,T6682/B30134,2007,06-10-2007
235,99,132/33/11KV SS Jubilee Hills,80,132/33KV,PEL LTD,W01-001,2012,15-09-2012
236,99,132/33/11KV SS Jubilee Hills,50,132/33KV,EMCO,HT1461/11963,1999,19-07-2010
237,99,132/33/11KV SS Jubilee Hills,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101366,2018,18-06-2018
238,100,132/33KV SS Kachapur,10/16,132/33KV,ETE LTD,11392,1992,04-04-2019
239,100,132/33KV SS Kachapur,10/16,132/33KV,VOLTAMP TRANSFORMERS LTD,8070/1,2002,04-05-2018
240,100,132/33KV SS Kachapur,10/16,132/33KV,APEX TRANSFORMERS LTD,T-1097B/03,2000,15-10-2018
241,101,132/33KV SS Khaitalapur,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101619,2020,25-08-2021
242,101,132/33KV SS Khaitalapur,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101716,2020,01-03-2023
243,102,132/33KV SS Kalwakurthy,50,132/33KV,BHARAT BIJLEE LTD,5131/4,2009,12-01-2010
244,102,132/33KV SS Kalwakurthy,50,132/33KV,BHARAT BIJLEE LTD,4957/4,2007,21-05-2007
245,102,132/33KV SS Kalwakurthy,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101736,2023,24-02-2024
246,103,132/33KV SS Kalvasrirampur,31.5,132/33KV,TOSHIBA,90164A10,2015,18-01-2016
247,103,132/33KV SS Kalvasrirampur,50,132/33KV,TOSHIBA,90175A06,2015,11-01-2016
248,104,132/33KV SS Kamalapur(Mulugu),31.5,132/33KV,APEX TRANSFORMERS LTD,1087/04,1999,11-01-2016
249,104,132/33KV SS Kamalapur(Mulugu),31.5,132/33KV,BHARAT BIJLEE LTD,5333/13,2012,30-12-2013
250,105,132/33KV SS Kamalapur(WU),31.5,132/33KV,TOSHIBA,90191A08,2016,14-07-2016
251,105,132/33KV SS Kamalapur(WU),31.5,132/33KV,ETE LTD,11194,1993,28-03-2016
252,106,132/33KV SS Kamanpur,10/16,132/33KV,ANDREW YULE,12865,2000,10-10-2016
253,106,132/33KV SS Kamanpur,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,IT-36098,2004,28-10-2016
254,107,132/33KV SS Kamareddy,31.5,132/33KV,EMCO,1236/11281,1989,02-12-1989
255,107,132/33KV SS Kamareddy,50,132/33KV,ABB POWER PRODUCTS AND SYSTEMS,12014/002,2002,17-09-2002
256,108,132/33KV SS Kanagal,50,132/33KV,ECE INDUSTRIES LIMITED,S-86647,2015,30-11-2015
257,108,132/33KV SS Kanagal,50,132/33KV,BHARAT BIJLEE LTD,5469/28,2015,21-01-2016
258,109,132/33KV SS Kanakamamidi,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PCO101387,2018,15-12-2018
259,110,132/33KV SS Kandi,50,132/33KV,BHEL,2001965,1983,19-02-1986
260,110,132/33KV SS Kandi,50,132/33KV,NGEF LTD,680000-0042,1987,22-02-1989
261,110,132/33KV SS Kandi,50,132/33KV,BHARAT BIJLEE LTD,5469/24,2015,08-01-2016
262,111,132/33KV SS Kandukur,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,IT37636,2005,25-11-2016
263,112,132/33KV SS Karimnagar,50,132/33KV,APEX TRANSFORMERS LTD,T-956A/01,1996,16-02-1997
264,112,132/33KV SS Karimnagar,31.5,132/33KV,EMCO,1252/11395,1991,17-09-1993
265,112,132/33KV SS Karimnagar,31.5,132/33KV,INDO TECH TRANSFORMERS LTD,IT-43114,2008,23-02-2021
266,113,132/33KV SS Karimnagar Water Works,31.5,132/33KV,BHEL,2037964,2013,06-09-2014
267,113,132/33KV SS Karimnagar Water Works,31.5,132/33KV,TOSHIBA,90164A01,2014,11-05-2015
268,114,132/33KV SS Kataram,50,132/33KV,IMP POWERS LTD,PT-7592,2015,20-01-2016
269,114,132/33KV SS Kataram,50,132/33KV,EMCO,HT1531/12129,2002,12-05-2023
270,115,132/33KV SS Khatalapur,31.5,132/33KV,BHARAT BIJLEE LTD,3797/3,1994,30-01-2019
271,115,132/33KV SS Khatalapur,31.5,132/33KV,BHEL,2037692,2013,11-12-2018
272,115,132/33KV SS Khatalapur,10/16,132/33KV,APEX TRANSFORMERS LTD,T-793A/46069,1991,19-02-2024
273,116,132/33KV SS Khammam,50,132/33KV,BHEL,2014629,2002,03-08-2012
274,116,132/33KV SS Khammam,50,132/33KV,APEX TRANSFORMERS LTD,T-1097-A/2,2000,27-02-2002
275,116,132/33KV SS Khammam,50,132/33KV,IMP POWERS LTD,PT-7586,2015,04-02-2016
276,117,132/33KV SS Khanapur,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,210101,2008,30-03-2008
277,117,132/33KV SS Khanapur,31.5,132/33KV,TOSHIBA,90191A07,2016,10-09-2016
278,118,132/33KV SS Khila Ghanapur,31.5,132/33KV,IMP POWERS LTD,PT7245,2014,08-12-2014
279,118,132/33KV SS Khila Ghanapur,31.5,132/33KV,KANOHAR ELECTRICALS LTD,KT-31500/34,2008,26-11-2015
280,119,132/33KV SS Kodada,50,132/33KV,ABB POWER PRODUCTS AND SYSTEMS,12024003,2004,23-04-2024
281,119,132/33KV SS Kodada,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101744,2023,28-03-2024
282,120,132/33KV SS Kodangal,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,200129,2007,29-10-2011
283,120,132/33KV SS Kodangal,31.5,132/33KV,KANOHAR ELECTRICALS LTD,KT-31500/38,2008,31-03-2016
284,120,132/33KV SS Kodangal,31.5,132/33KV,ANDREW YULE,13338,2008,09-01-2008
285,121,132/33KV SS Kodandapur,31.5,132/33KV,ECE INDUSTRIES LIMITED,86771,2017,05-07-2019
286,121,132/33KV SS Kodandapur,31.5,132/33KV,ECE INDUSTRIES LIMITED,86786,2018,25-03-2019
287,122,132/33KV SS K.M.Pally,50,132/33KV,TECHNICAL ASSOCIATES LTD,S00000489,2016,01-06-2016
288,122,132/33KV SS K.M.Pally,50,132/33KV,GE T&D INDIA LIMITED,B-25137,1983,18-03-2004
289,122,132/33KV SS K.M.Pally,31.5,132/33KV,ECE INDUSTRIES LIMITED,S - 86770,2017,04-04-2018
290,123,132/33KV SS Korutla,50,132/33KV,IMP POWERS LTD,PT-7600,2016,05-02-2021
291,123,132/33KV SS Korutla,31.5,132/33KV,KANOHAR ELECTRICALS LTD,KT-31500/4,2006,24-12-2018
292,124,132/33KV SS Kotagiri,10/16,132/33KV,APEX TRANSFORMERS LTD,T-932/05,1996,11-05-2022
293,124,132/33KV SS Kotagiri,10/16,132/33KV,APEX TRANSFORMERS LTD,T-932/06,1996,20-09-2021
294,124,132/33KV SS Kotagiri,10/16,132/33KV,ANDREW YULE,12512,1996,29-09-2022
295,125,132/33KV SS Kothur,50,132/33KV,IMP POWERS LTD,PT-7590,2015,28-01-2016
296,125,132/33KV SS Kothur,50,132/33KV,CROMPTON GREAVES LTD,BH9039/2,2004,31-12-2004
297,125,132/33KV SS Kothur,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-55869,2023,29-08-2024
298,126,132/33KV SS Kowdipally,50,132/33KV,TOSHIBA,90175A05,2015,03-02-2016
299,126,132/33KV SS Kowdipally,50,132/33KV,ECE INDUSTRIES LIMITED,S-87952,2025,14-10-2025
300,127,132/33KV SS Kusumanchi,50,132/33KV,IMP POWERS LTD,PT-7594,2015,19-02-2016
301,127,132/33KV SS Kusumanchi,50,132/33KV,BHARAT BIJLEE LTD,5469/4,2015,17-11-2015
302,127,132/33KV SS Kusumanchi,50,132/33KV,EMCO,HT 1407/11925,1999,05-02-2018
303,128,132/33KV SS Lingampet,31.5,132/33KV,IMP POWERS LTD,PT-7253,2014,28-02-2014
304,128,132/33KV SS Lingampet,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101750,2024,26-06-2024
305,129,132/33KV SS Luxettipet,31.5,132/33KV,TOSHIBA,90164A03,2015,17-11-2014
306,129,132/33KV SS Luxettipet,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101729,2023,24-05-2023
307,130,132/33KV SS Maddur,50,132/33KV,APEX TRANSFORMERS LTD,T-1097A/01,2000,07-04-2012
308,130,132/33KV SS Maddur,31.5,132/33KV,ANDREW YULE,13381,2009,18-04-2016
309,130,132/33KV SS Maddur,31.5,132/33KV,TECHNICAL ASSOCIATES LTD,TA-31500-10,2010,21-01-2011
310,131,132/33KV SS Madhapur,80,132/33KV,VIJAI ELECTRICALS LTD,90099B3,2011,03-10-2011
311,131,132/33KV SS Madhapur,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-55860,2023,26-08-2023
312,131,132/33KV SS Madhapur,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-55865,2023,26-09-2023
313,132,132/33KV SS Madhira,31.5,132/33KV,APEX TRANSFORMERS LTD,T-797/46082,1991,23-07-2018
314,132,132/33KV SS Madhira,31.5,132/33KV,BHARAT BIJLEE LTD,4942/3,2006,31-12-2015
315,133,132/33KV SS Madgulapally,80,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000472,2015,29-02-2016
316,133,132/33KV SS Madgulapally,50,132/33KV,IMP POWERS LTD,PTR-II-PT-7602,2016,04-04-2016
317,134,132/33KV SS Mahabubnagar,80,132/33KV,IMP POWERS LTD,PT-7608,2015,14-04-2016
318,134,132/33KV SS Mahabubnagar,50,132/33KV,EMCO,HT.1461/11965,2000,17-11-2000
319,134,132/33KV SS Mahabubnagar,50,132/33KV,APEX TRANSFORMERS LTD,T-1009/04,1997,09-03-1998
320,135,132/33KV SS MD Pally(Mylardevpally),50,132/33KV,IMP POWERS LTD,PT-7923,2017,25-09-2017
321,135,132/33KV SS MD Pally(Mylardevpally),50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101368,2018,06-06-2018
322,135,132/33KV SS MD Pally(Mylardevpally),80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101621,2020,24-12-2021
323,136,132/33KV SS Makthal,31.5,132/33KV,EMCO,HT1462/11967,2000,26-08-2000
324,136,132/33KV SS Makthal,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0100124,2011,14-07-2011
325,136,132/33KV SS Makthal,31.5,132/33KV,TRANSFORMERS & RECTIFIERS LTD,200002/7,2006,29-06-2016
326,137,132/33KV SS Malkaram,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,220094,2009,28-12-2009
327,137,132/33KV SS Malkaram,80,132/33KV,IMP POWERS LTD,PT-7606,2015,25-01-2016
328,138,132/33KV SS Mallaram,31.5,132/33KV,BHARAT BIJLEE LTD,5333/19,2012,23-12-2013
329,138,132/33KV SS Mallaram,50,132/33KV,APEX TRANSFORMERS LTD,T-956A/02,1996,09-01-2018
330,139,132/33KV SS Mamidipally,50,132/33KV,APEX TRANSFORMERS LTD,1086/01,1999,31-03-2016
331,139,132/33KV SS Mamidipally,31.5,132/33KV,TOSHIBA,90191AO3,2016,20-05-2016
332,139,132/33KV SS Mamidipally,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101749,2024,10-05-2024
333,140,132/33KV SS Manakondur,31.5,132/33KV,TOSHIBA,90164A04,2015,19-06-2015
334,140,132/33KV SS Manakondur,50,132/33KV,ECE INDUSTRIES LIMITED,S-86817,2017,18-12-2017
335,141,132/33KV SS Mancherial,50,132/33KV,BHARAT BIJLEE LTD,5496/26,2015,30-01-2016
336,141,132/33KV SS Mancherial,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86774,2017,30-12-2017
337,142,132/33KV SS Manoharabad,50,132/33KV,VOLTAMP TRANSFORMERS LTD,21671/2,2010,16-06-2011
338,142,132/33KV SS Manoharabad,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101365,2018,16-07-2018
339,142,132/33KV SS Manoharabad,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101742,2023,26-09-2023
340,143,132/33KV SS Manthani,50,132/33KV,BHARAT BIJLEE LTD,5469/14,2015,28-11-2015
341,143,132/33KV SS Manthani,31.5,132/33KV,TECHNICAL ASSOCIATES LTD,TA31500-15,2010,25-02-2016
342,144,132/33KV SS Marikal,31.5,132/33KV,TECHNICAL ASSOCIATES LTD,TA 31500/13,2010,31-01-2011
343,144,132/33KV SS Marikal,31.5,132/33KV,TOSHIBA,90191A02,2016,13-04-2016
344,145,132/33KV SS Marriguda,50,132/33KV,BHARAT BIJLEE LTD,3630/1,1992,27-01-2024
345,145,132/33KV SS Marriguda,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86777,2018,13-03-2023
346,146,132/33KV SS Mattampally,50,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000488,2016,30-03-2016
347,146,132/33KV SS Mattampally,50,132/33KV,BHARAT BIJLEE LTD,5469/16,2015,27-11-2015
348,147,132/33KV SS Medak,50,132/33KV,IMP POWERS LTD,PT-7498,2016,11-04-2016
349,147,132/33KV SS Medak,50,132/33KV,BHARAT BIJLEE LTD,T/05469/05,2015,06-02-2016
350,147,132/33KV SS Medak,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86783,2018,15-02-2025
351,148,132/33KV SS Medchal,80,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000483,2016,09-01-2023
352,148,132/33KV SS Medchal,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101751,2024,03-07-2024
353,148,132/33KV SS Medchal,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-56527/6195,2025,30-07-2025
354,149,132/33KV SS Midjil,31.5,132/33KV,BHARAT BIJLEE LTD,5333/22,2012,05-06-2013
355,149,132/33KV SS Midjil,31.5,132/33KV,BHARAT BIJLEE LTD,5333/8,2012,23-12-2015
356,150,132/33KV SS Moosarambagh,80,132/33KV,BHARAT BIJLEE LTD,5276/5,2012,25-10-2016
357,150,132/33KV SS Moosarambagh,80,132/33KV,BHARAT BIJLEE LTD,5276/7,2012,29-09-2016
358,151,132/33KV SS Morthad,31.5,132/33KV,APEX TRANSFORMERS LTD,T-782/46014,1990,18-02-2006
359,151,132/33KV SS Morthad,50,132/33KV,BHARAT BIJLEE LTD,5469/23,2015,27-12-2017
360,152,132/33KV SS Mothkur,50,132/33KV,BHARAT BIJLEE LTD,4839/2,2004,28-02-2005
361,152,132/33KV SS Mothkur,50,132/33KV,BHARAT BIJLEE LTD,5469/33,2015,05-02-2016
362,153,132/33KV SS Mudhole,31.5,132/33KV,APEX TRANSFORMERS LTD,T-929/07,1995,09-06-2023
363,153,132/33KV SS Mudhole,10/16,132/33KV,ANDREW YULE,13181,2004,23-10-2013
364,154,132/33KV SS Mulkanoor,31.5,132/33KV,EMCO,1271/11405,1992,31-12-2018
365,154,132/33KV SS Mulkanoor,31.5,132/33KV,BHEL,2037955,2013,25-02-2016
366,155,132/33KV SS Mulugu,31.5,132/33KV,APEX TRANSFORMERS LTD,T-861/03,1993,09-11-2015
367,155,132/33KV SS Mulugu,31.5,132/33KV,TECHNICAL ASSOCIATES LTD,TA 31500.12,2010,01-01-2016
368,155,132/33KV SS Mulugu,31.5,132/33KV,BHARAT BIJLEE LTD,4942/6,2006,07-04-2016
369,156,132/33KV SS Munagala,31.5,132/33KV,EMCO,HT1361/11673,1996,21-12-2021
370,156,132/33KV SS Munagala,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86785,2018,13-09-2021
371,156,132/33KV SS Munagala,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101733,2023,26-05-2023
372,157,132/33KV SS Munugodu,31.5,132/33KV,BHARAT BIJLEE LTD,5333/12,2012,10-11-2023
373,157,132/33KV SS Munugodu,31.5,132/33KV,ECE INDUSTRIES LIMITED,S86752,2016,05-10-2017
374,158,132/33KV SS Musthyal,31.5,132/33KV,ANDREW YULE,13219,2004,09-01-2025
375,158,132/33KV SS Musthyal,50,132/33KV,TECHNICAL ASSOCIATES LTD,S0 0000492,2016,31-01-2018
376,159,132/33KV SS N V Puram,10/16,132/33KV,APEX TRANSFORMERS LTD,T793A/46070,1991,24-06-2019
377,159,132/33KV SS N V Puram,10/16,132/33KV,IMP POWERS LTD,PT3361,2000,25-07-2019
378,160,132/33KV SS Nalgonda,31.5,132/33KV,EMCO,HT1300/11504,1994,12-03-1994
379,160,132/33KV SS Nalgonda,50,132/33KV,BHARAT BIJLEE LTD,5131/7,2009,08-02-2010
380,160,132/33KV SS Nalgonda,80,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000475,2016,23-05-2016
381,161,132/33KV SS Nandipet,50,132/33KV,BHARAT BIJLEE LTD,5469/19,2015,09-01-2016
382,161,132/33KV SS Nandipet,50,132/33KV,APEX TRANSFORMERS LTD,T-1009/03,1997,03-09-2016
383,162,132/33KV SS Narayanpeta,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86761,2017,23-01-2018
384,162,132/33KV SS Narayanpeta,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86756,2017,28-12-2017
385,163,132/33KV SS Narayanaguda,50,132/33KV,IMP POWERS LTD,PT7922,2017,08-12-2017
386,163,132/33KV SS Narayanaguda,50,132/33KV,APEX TRANSFORMERS LTD,T-1009/02,1997,07-12-2017
387,164,132/33KV SS Narayankhed,50,132/33KV,IMP POWERS LTD,PT7601,2016,04-04-2016
388,164,132/33KV SS Narayankhed,50,132/33KV,BHARAT BIJLEE LTD,5469/13,2015,10-03-2016
389,165,132/33KV SS Narmetta,31.5,132/33KV,TOSHIBA,90164A05,2015,17-02-2016
390,165,132/33KV SS Narmetta,31.5,132/33KV,EMCO,HT-1390/11779,1997,18-01-2018
391,166,132/33KV SS Narsampet,31.5,132/33KV,ANDREW YULE,13096,2003,01-02-2016
392,166,132/33KV SS Narsampet,31.5,132/33KV,VIJAI ELECTRICALS LTD,90083A05,2010,30-09-2010
393,166,132/33KV SS Narsampet,31.5,132/33KV,EMCO,1390/11777,1997,26-03-2016
394,167,132/33KV SS Narsapur,50,132/33KV,BHARAT BIJLEE LTD,5469/34,2015,04-03-2016
395,167,132/33KV SS Narsapur,50,132/33KV,IMP POWERS LTD,PT-7591,2015,30-12-2015
396,168,132/33KV SS Nekkonda,50,132/33KV,BHEL,2014630,2003,29-08-2003
397,168,132/33KV SS Nekkonda,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101737,2023,07-07-2023
398,169,132/33KV SS Nellikuduru,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86763,2017,04-01-2018
399,169,132/33KV SS Nellikuduru,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101740,2023,04-08-2023
400,170,132/33KV SS Nimmapally,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,36088,2003,29-04-2021
401,170,132/33KV SS Nimmapally,10/16,132/33KV,NGEF LTD,2800040724,1984,29-04-2021
402,171,132/33KV SS NIMs,80,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000481,2016,15-08-2016
403,171,132/33KV SS NIMs,80,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101384,2018,19-09-2018
404,172,132/33KV SS Nizamsagar,31.5,132/33KV,APEX TRANSFORMERS LTD,T-1081/01,1999,29-06-1999
405,172,132/33KV SS Nizamsagar,31.5,132/33KV,KRK POWER (P)LTD,PT-331,2010,21-12-2015
406,173,132/33KVKV SS Nuthankal,10/16,132/33KV,NGEF LTD,2800049622,1989,10-02-2025
407,173,132/33KVKV SS Nuthankal,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101730,2023,30-12-2024
408,174,132/33KV SS Padmajiwadi,31.5,132/33KV,EMCO,HT-1300/11505,1993,20-01-2016
409,174,132/33KV SS Padmajiwadi,31.5,132/33KV,IMP POWERS LTD,PT-7250,2013,29-10-2014
410,175,132/33KV SS Padmanagar,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101371,2018,25-08-2018
411,175,132/33KV SS Padmanagar,50,132/33KV,ECE INDUSTRIES LIMITED,S-87850,2025,19-05-2025
412,176,132/33KV SS Palakurthy,50,132/33KV,BHARAT BIJLEE LTD,5469/3,2015,01-12-2016
413,176,132/33KV SS Palakurthy,50,132/33KV,EMCO,HT 1407/ 11809,1998,04-10-2016
414,177,132/33KV SS Palamakula,31.5,132/33KV,APEX TRANSFORMERS LTD,T-996/03,1997,18-01-2016
415,177,132/33KV SS Palamakula,50,132/33KV,IMP POWERS LTD,PT-7589,2015,23-10-2022
416,179,132/33KV SS Pashamailaram,50,132/33KV,BHARAT BIJLEE LTD,5469/1,2015,30-12-2021
417,179,132/33KV SS Pashamailaram,50,132/33KV,VOLTAMP TRANSFORMERS LTD,21671/1,2010,06-03-2018
418,179,132/33KV SS Pashamailaram,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK-56606,2025,28-11-2025
419,180,132/33KV SS Patancheru,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101741,2023,04-02-2025
420,180,132/33KV SS Patancheru,50,132/33KV,ECE INDUSTRIES LIMITED,S-87843,2025,05-05-2025
421,181,132/33KV SS Patigadda,50,132/33KV,EMCO,T-HT1407/11808,1998,11-01-2025
422,181,132/33KV SS Patigadda,80,132/33KV,BHARAT BIJLEE LTD,5486/7,2015,29-12-2016
423,182,132/33KV SS Peddanagaram,50,132/33KV,TECHNICAL ASSOCIATES LTD,SO0000486,2014,26-02-2016
424,182,132/33KV SS Peddanagaram,50,132/33KV,ECE INDUSTRIES LIMITED,S-87845,2025,02-06-2025
425,183,132/33KV SS Peddashankarampet,31.5,132/33KV,APEX TRANSFORMERS LTD,T-782/46011,1990,11-01-2016
426,183,132/33KV SS Peddashankarampet,31.5,132/33KV,VIJAI ELECTRICALS LTD,90083A09,2010,08-12-2016
427,184,132/33KV SS Penubally,50,132/33KV,BHARAT BIJLEE LTD,5469/12,2015,12-12-2015
428,184,132/33KV SS Penubally,50,132/33KV,TECHNICAL ASSOCIATES LTD,SO-0000496,2016,01-02-2019
429,185,132/33KV SS Bussapur (Pochampad),31.5,132/33KV,BHEL,2001972,1983,14-04-1984
430,185,132/33KV SS Bussapur (Pochampad),50,132/33KV,ECE INDUSTRIES LIMITED,S-86653,2015,31-03-2016
431,186,132/33KV SS Pudur,31.5,132/33KV,EMCO,HT-1307/11527,1999,26-11-2015
432,186,132/33KV SS Pudur,31.5,132/33KV,BHEL,2037956,2013,29-06-2015
433,186,132/33KV SS Pudur,10/16,132/33KV,INDO TECH TRANSFORMERS LTD,36097,2004,29-11-2023
434,187,132/33KV SS Puttapahad,31.5,132/33KV,TECHNICAL ASSOCIATES LTD,TA-31500-14,2010,04-06-2019
435,187,132/33KV SS Puttapahad,31.5,132/33KV,EMCO,HT1300/11506,1994,21-05-2010
436,187,132/33KV SS Puttapahad,31.5,132/33KV,ANDREW YULE,13307,2007,10-03-2016
437,188,132/33KV SS Raghunathpally,50,132/33KV,BHARAT BIJLEE LTD,5469/21,2015,18-01-2016
438,188,132/33KV SS Raghunathpally,50,132/33KV,BHARAT BIJLEE LTD,5469/35,2016,27-02-2016
439,189,132/33KV SS Raikal,31.5,132/33KV,TOSHIBA,90191A06,2016,07-09-2016
440,189,132/33KV SS Raikal,31.5,132/33KV,ECE INDUSTRIES LIMITED,S-86757,2017,12-12-2025
